media,gcx,pinned_record,translation_rows,used_hangul,common_glyphs,common_glyph_count,new_glyphs,new_glyph_count,glyph_add_bytes,existing_local_slots,existing_dead_slots,newly_freed_slots,glyph_reclaim_bytes,donor_reclaim_bytes,string_reclaim_bytes,appended_glyph_count,appended_glyph_bytes,string_delta_bytes,string_increase_bytes,string_region_bytes,final_headroom,overflow_bytes,row_ids,confidence,layout_policy
codec,0,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,444,no,19,가거건걸게고교그기긴까나내네는니다데도두들라란람러런럼렇련로르를리마면모몰무뭐바반법보봐사생서설세셨소수습시쓸아않알앞야어없엇에여염오올요용움으은을의이인일입있잖적좋죠주줄지찾하합해행형확흔힘,가거건게고그기까나내네는니다데도들라람러런렇로르를리마면무뭐바법보봐사서설세소수습시아않알야어없에여올요으은을의이인일입있적좋줄지하해행,68,걸교긴두란럼련모몰반생셨쓸앞엇염오용움잖죠주찾합형확흔힘,28,1792,0,0,0,0,0,173,28,1792,-173,20,173740,0,1619,codec:444:480|codec:444:485|codec:444:486|codec:444:484|codec:444:482|codec:444:496|codec:444:489|codec:444:490|codec:444:487|codec:444:477|codec:444:495|codec:444:491|codec:444:492|codec:444:481|codec:444:479|codec:444:488|codec:444:483|codec:444:493|codec:444:494,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,445,no,1,동명물발술,명물,2,동발술,3,192,0,0,0,0,0,66,3,192,-66,0,1820,0,126,codec:445:3,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,446,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,447,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2120,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,448,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,449,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1900,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,450,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2212,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,451,no,2,거는섞야에연이자,거는야에이자,6,섞연,2,128,0,0,0,0,0,26,2,128,-26,0,3184,0,102,codec:451:11|codec:451:15,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,452,no,1,꺼내서아에은의이템,내서아에은의이,7,꺼템,2,128,0,0,0,0,0,47,2,128,-47,0,2500,0,81,codec:452:13,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,453,no,1,게기람려를면무사서선섹션에을의장착택하해,게기람려를면무사서션에을의하해,15,선섹장착택,5,320,0,0,0,0,0,19,5,320,-19,0,3920,0,301,codec:453:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,454,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2480,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,455,no,1,가경과능니다로방으이전정조준한합확후,가니다로방으이정조한후,11,경과능전준합확,7,448,0,0,0,0,0,1,7,448,-1,0,3524,0,447,codec:455:15,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,456,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2240,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,457,no,1,그때럴를써,그때럴를,4,써,1,64,0,0,0,0,0,13,1,64,-13,0,2980,0,51,codec:457:11,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,458,no,1,다도들류만며수썼와은의적정탄,다도들만수와은의적정,10,류며썼탄,4,256,0,0,0,0,0,59,4,256,-59,0,3344,0,197,codec:458:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,459,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,460,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1888,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,461,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1784,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,462,no,1,고려로맞요추칼,고려로요,4,맞추칼,3,192,0,0,0,0,0,7,3,192,-7,0,2960,0,185,codec:462:13,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,463,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1580,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,464,no,1,경는다를보입자장찾치침,는다를보입자,6,경장찾치침,5,320,0,0,0,0,0,27,5,320,-27,0,3288,0,293,codec:464:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,465,no,2,건그런방법선어없외이적피할,건그런방법어없이적할,10,선외피,3,192,0,0,0,0,0,25,3,192,-25,0,3000,0,167,codec:465:13|codec:465:11,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,466,no,2,감기쁨정,기정,2,감쁨,2,128,0,0,0,0,0,7,2,128,-7,0,3052,0,121,codec:466:11|codec:466:18,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,467,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2380,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,468,no,3,가개고다던동발식에여요이참판하했,가개고다에여요이하,9,던동발식참판했,7,448,0,0,0,0,0,80,7,448,-80,0,3936,0,368,codec:468:42|codec:468:13|codec:468:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,469,no,1,가것그나는니다대를리말무슨습시아얹에요을지크탱해했,가것그나는니다대를리말무슨습시아에요을지크해,22,얹탱했,3,192,0,0,0,0,0,9,3,192,-9,0,3820,0,183,codec:469:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,470,no,1,음,음,1,,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,codec:470:31,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,471,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2300,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,472,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1544,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,473,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2424,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,474,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,475,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1836,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,476,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1824,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,477,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3396,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,478,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1628,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,479,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1712,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,480,no,1,가고기다발송신었에의있,가고기다었에의있,8,발송신,3,192,0,0,0,0,0,20,3,192,-20,0,2776,0,172,codec:480:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,481,no,1,니다사용은을총탄합환,니다사은을,5,용총탄합환,5,320,0,0,0,0,0,0,5,320,2,2,2504,0,322,codec:481:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,482,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2684,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,483,no,1,군마얻었을총취형,군마었을,4,얻총취형,4,256,0,0,0,0,0,30,4,256,-30,0,2944,0,226,codec:483:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,484,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1952,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,485,no,1,건고녹라물손수신아약요웃을이적,건고라물수아요을이적,10,녹손신약웃,5,320,0,0,0,0,0,18,5,320,-18,0,2820,0,302,codec:485:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,486,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2224,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,487,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,488,no,1,꼭보세요지켜,보세요지,4,꼭켜,2,128,0,0,0,0,0,15,2,128,-15,0,2032,0,113,codec:488:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,489,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1996,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,490,no,1,,,0,,0,0,0,0,0,0,0,74,0,0,-74,0,5028,74,0,codec:490:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,491,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,492,no,2,금다만불빛세숙시요원은이익적조지해횃,금다만세숙시요원은이익적조지해,15,불빛횃,3,192,0,0,0,0,0,17,3,192,-17,0,3484,0,175,codec:492:10|codec:492:17,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,493,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2356,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,494,no,3,가강개건구금는니닙다도됩두로론류를물성수스쓸아의이자철체케탄,가개건금는니다도로를물성수스아의이자,18,강구닙됩두론류쓸철체케탄,12,768,0,0,0,0,0,13,12,768,-13,0,4744,0,755,codec:494:10|codec:494:18|codec:494:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,495,no,2,글당따라렀로를린마몸백불붙서수시실앞에엔의이자지,라로를마서수시에엔의이자지,13,글당따렀린몸백불붙실앞,11,704,0,0,0,0,0,81,11,704,-81,0,3644,0,623,codec:495:13|codec:495:18,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,496,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1944,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,497,no,2,는도랐몰물실쓰야어에은이일전줄질,는도물야어에은이일줄,10,랐몰실쓰전질,6,384,0,0,0,0,0,48,6,384,-48,0,5284,0,336,codec:497:18|codec:497:20,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,498,no,1,각군를생쓸이,군를이,3,각생쓸,3,192,0,0,0,0,0,11,3,192,-11,0,3200,0,181,codec:498:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,499,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1644,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,500,no,1,던져,,0,던져,2,128,0,0,0,0,0,4,2,128,-4,0,2536,0,124,codec:500:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,501,no,1,경계고군사시쌍안요용을하,계고군사시안요을하,9,경쌍용,3,192,0,0,0,0,0,7,3,192,-7,0,2772,0,185,codec:501:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,502,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1740,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,503,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1772,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,504,no,2,건군그는를말뭐봐시씀야요이하,건군그는를말뭐봐시야요이하,13,씀,1,64,0,0,0,0,0,14,1,64,-14,4,4584,0,50,codec:504:10|codec:504:17,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,505,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,506,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2060,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,507,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,508,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1648,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,509,no,1,는디사서어언용의제주지하해,는디사서어의제지하해,10,언용주,3,192,0,0,0,0,0,12,3,192,-12,0,2720,0,180,codec:509:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,510,no,1,,,0,,0,0,0,0,0,0,0,0,0,0,1,1,4076,0,1,codec:510:34,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,511,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3664,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,512,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,513,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,514,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,515,no,1,기류수절탄,기수절,3,류탄,2,128,0,0,0,0,0,2,2,128,-2,0,1904,0,126,codec:515:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,516,no,1,,,0,,0,0,0,0,0,0,0,83,0,0,-83,0,1828,83,0,codec:516:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,517,no,1,니도뚫벽심으조해,니도심으조해,6,뚫벽,2,128,0,0,0,0,0,26,2,128,-26,0,2116,0,102,codec:517:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,518,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,519,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2340,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,520,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2032,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,521,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1568,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,522,no,1,과니다릅만보비슷아요이지해,니다만보아요이지해,9,과릅비슷,4,256,0,0,0,0,0,16,4,256,-16,0,2692,0,240,codec:522:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,523,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2480,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,524,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1616,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,525,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2480,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,526,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,527,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1524,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,528,no,3,개격견계공과기는니다대도되로록부사세습쓰었에였용으은이쟁적전정차탄터폭,개계기는니다대도되로록부사세습었에으은이적정터,23,격견공과쓰였용쟁전차탄폭,12,768,0,0,0,0,0,47,12,768,-47,0,4684,0,721,codec:528:12|codec:528:15|codec:528:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,529,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2116,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,530,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2332,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,531,no,2,개계글니다대두란름리많머발서세습약어에와왔은을의이자전제차쳤펼활,개계니다대리머서세습어에와왔은을의이자제,20,글두란름많발약전차쳤펼활,12,768,0,0,0,0,0,20,12,768,-20,1,4432,0,748,codec:531:11|codec:531:13,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,532,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2412,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,533,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2196,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,534,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,535,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1864,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,536,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,537,no,1,벌심알을조총해,심알을조해,5,벌총,2,128,0,0,0,0,0,16,2,128,-16,0,3204,0,112,codec:537:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,538,no,1,그럼로를수어으있줄총,그로를수어으있줄,8,럼총,2,128,0,0,0,0,0,19,2,128,-19,0,2740,0,109,codec:538:13,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,539,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1520,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,540,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1464,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,541,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2604,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,542,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1652,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,543,no,2,구니다도면부수술습어연의일있전종쩌,니다도면부수습어의일있,11,구술연전종쩌,6,384,0,0,0,0,0,11,6,384,-11,0,3212,0,373,codec:543:11|codec:543:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,544,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2136,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,545,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1828,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,546,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,547,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1544,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,548,no,2,개공그기년다대래랫비였용유은의인지폼플한항행형,개그기다대래유은의인지한행,13,공년랫비였용폼플항형,10,640,0,0,0,0,0,15,10,640,-15,0,4240,0,625,codec:548:10|codec:548:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,549,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2464,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,550,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,551,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,552,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,553,no,1,는대쓴위을장,는대위을,4,쓴장,2,128,0,0,0,0,0,30,2,128,-30,0,2420,0,98,codec:553:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,554,no,1,,,0,,0,0,0,0,0,0,0,103,0,0,-103,0,1888,103,0,codec:554:15,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,555,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,556,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1544,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,557,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2456,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,558,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2260,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,559,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2532,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,560,no,1,갖고를있지,고를있지,4,갖,1,64,0,0,0,0,0,15,1,64,-15,0,2476,0,49,codec:560:10,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,561,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,562,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1508,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,563,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,3372,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,564,no,1,가까너려로면무버시우으이적즉,가까려로면무버시우으이적,12,너즉,2,128,0,0,0,0,0,45,2,128,-45,0,2824,0,83,codec:564:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,565,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2656,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,566,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,567,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,568,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1688,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,569,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1808,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,570,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1736,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,571,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1816,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,572,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1808,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,573,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,574,no,1,니대듣료를쓴액연자체,니대듣를자,5,료쓴액연체,5,320,0,0,0,0,0,28,5,320,-28,0,2464,0,292,codec:574:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,575,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1964,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,576,no,1,,,0,,0,0,0,0,0,0,0,86,0,0,-86,0,2268,86,0,codec:576:14,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,577,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2632,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,578,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1760,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,579,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1624,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,580,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,2584,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,581,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1988,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,582,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1512,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,583,no,18,가내니다만많보부세아없용은이자정족지직한합,가내니다만보부세아없은이자정지한,16,많용족직합,5,320,0,0,0,0,0,1403,5,320,-1403,1,3768,1083,0,codec:583:20|codec:583:22|codec:583:23|codec:583:24|codec:583:25|codec:583:26|codec:583:27|codec:583:29|codec:583:31|codec:583:32|codec:583:33|codec:583:34|codec:583:35|codec:583:19|codec:583:28|codec:583:10|codec:583:21|codec:583:12,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,584,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,585,no,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,1588,0,0,,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
codec,586,no,2,가개군기능니다던두련만모못미성소습야양에은이있준지쳤하,가개군기니다만못미성소습야에은이있지하,19,능던두련모양준쳤,8,512,0,0,0,0,0,48,8,512,-48,0,3980,0,464,codec:586:11|codec:586:17,confirmed_binary_and_builder_logic,per_gcx_size_preserved; no record relocation
